STATE,DATE,TAVG,PRCP,RH,TMIN,TMAX,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
TX,2009-01-01,9.773621103117506,0.1093866171003717,57.0492410849978,1.8822966507177032,17.667146282973622,24.0,4.0,0.0,0.0,0.0,0.0,3.0,9.0,2.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TX,2009-01-02,13.698960739030024,0.0309635173058933,69.03286081882825,5.0577367205542725,22.33732718894009,83.0,31.0,0.0,0.0,0.0,0.0,5.0,11.0,10.0,0.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TX,2009-01-03,17.36686320754717,0.0402803738317757,65.49660144833662,9.866981132075471,24.86674528301887,54.0,7.0,1.0,0.0,6.0,0.0,1.0,14.0,4.0,0.0,0.0,20.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0
TX,2009-01-04,13.804789719626168,0.0725638599810785,67.34951379876199,4.9647196261682245,22.64485981308411,58.0,19.0,1.0,0.0,3.0,0.0,2.0,15.0,9.0,0.0,0.0,19.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
TX,2009-01-05,6.14593023255814,1.8007880910683012,65.03869121941247,0.8988425925925926,11.372093023255816,39.0,0.0,5.0,9.0,23.0,5.0,3.0,16.0,0.0,0.0,0.0,12.0,2.0,0.0,31.0,6.0,5.0,7.0,0.0,0.0
TX,2009-01-06,5.866743119266055,6.135388513513513,70.49203476429345,0.8254587155963302,10.90802752293578,39.0,0.0,1.0,1.0,22.0,2.0,0.0,6.0,0.0,0.0,1.0,18.0,1.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0
TX,2009-01-07,8.455479452054794,1.286128739800544,46.63527530907117,-0.1712984054669703,17.082648401826482,5.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2009-01-08,11.700455580865604,0.0631290027447392,49.35807219398295,1.82,21.58068181818182,13.0,6.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2009-01-09,15.216477272727271,0.0699819168173598,63.17169177610917,6.004081632653062,24.42403628117913,45.0,5.0,0.0,0.0,1.0,0.0,4.0,13.0,3.0,0.0,0.0,17.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
TX,2009-01-10,13.44093023255814,0.1716666666666666,61.7188686380114,4.589095127610209,22.3053488372093,38.0,6.0,0.0,0.0,7.0,0.0,3.0,15.0,3.0,0.0,1.0,17.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
TX,2009-01-11,6.370843091334894,0.0950605778191985,44.92377916446143,-1.4007025761124123,14.142388758782202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2009-01-12,7.178718535469107,0.0072014585232452,45.94572980264927,-2.0590389016018307,16.442465753424656,12.0,0.0,0.0,0.0,0.0,1.0,4.0,10.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TX,2009-01-13,6.390340909090909,0.0010018214936247,43.52515907789494,-2.7120454545454544,15.492727272727274,12.0,4.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
TX,2009-01-14,5.596469248291571,0.0060054595086442,45.27594924769802,-3.282004555808656,14.4749430523918,3.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2009-01-15,6.973112128146453,0.0614895549500454,58.72800087116759,-1.731350114416476,15.684931506849315,16.0,4.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0
TX,2009-01-16,5.186788154897494,0.010090909090909,57.36552867939126,-0.9093394077448748,11.282915717539865,5.0,1.0,0.0,0.0,2.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
TX,2009-01-17,8.469883720930232,0.0140989729225023,63.691644229144295,1.755813953488372,15.183101851851852,19.0,3.0,0.0,0.0,3.0,0.0,2.0,7.0,2.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0
TX,2009-01-18,11.700117370892018,0.028316086547507,51.23799219416889,3.247417840375587,20.139018691588785,35.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
TX,2009-01-19,12.405080831408776,0.0019372693726937,33.892907827525335,3.290531177829099,21.51963048498845,2.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2009-01-20,10.892123287671232,0.0162705667276051,40.75761821018311,2.078082191780822,19.71070615034169,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
