year,state_name,state_alpha,week_ending,week,Excellent,Good,Fair,Poor,Very Poor
2016,NEBRASKA,NE,2016-05-29,21,10.0,62.0,26.0,2.0,0.0
2016,NEBRASKA,NE,2016-06-05,22,11.0,67.0,20.0,2.0,0.0
2016,NEBRASKA,NE,2016-06-12,23,12.0,67.0,18.0,2.0,1.0
2016,NEBRASKA,NE,2016-06-19,24,14.0,65.0,18.0,2.0,1.0
2016,NEBRASKA,NE,2016-06-26,25,14.0,65.0,18.0,2.0,1.0
2016,NEBRASKA,NE,2016-07-03,26,16.0,64.0,17.0,2.0,1.0
2016,NEBRASKA,NE,2016-07-10,27,17.0,63.0,16.0,3.0,1.0
2016,NEBRASKA,NE,2016-07-17,28,18.0,62.0,16.0,3.0,1.0
2016,NEBRASKA,NE,2016-07-24,29,18.0,61.0,17.0,3.0,1.0
2016,NEBRASKA,NE,2016-07-31,30,18.0,59.0,18.0,4.0,1.0
2016,NEBRASKA,NE,2016-08-07,31,17.0,59.0,19.0,4.0,1.0
2016,NEBRASKA,NE,2016-08-14,32,17.0,59.0,18.0,5.0,1.0
2016,NEBRASKA,NE,2016-08-21,33,17.0,58.0,19.0,5.0,1.0
2016,NEBRASKA,NE,2016-08-28,34,16.0,59.0,19.0,5.0,1.0
2016,NEBRASKA,NE,2016-09-04,35,16.0,58.0,20.0,5.0,1.0
2016,NEBRASKA,NE,2016-09-11,36,17.0,57.0,20.0,5.0,1.0
2016,NEBRASKA,NE,2016-09-18,37,17.0,57.0,20.0,5.0,1.0
2016,NEBRASKA,NE,2016-09-25,38,17.0,57.0,20.0,5.0,1.0
2016,NEBRASKA,NE,2016-10-02,39,17.0,56.0,20.0,6.0,1.0
2016,NEBRASKA,NE,2016-10-09,40,17.0,55.0,21.0,6.0,1.0
2016,NEBRASKA,NE,2016-10-16,41,16.0,57.0,21.0,5.0,1.0
2016,NEBRASKA,NE,2016-10-23,42,16.0,57.0,21.0,5.0,1.0
