STATE,DATE,PRCP,RH,TMAX,TAVG,TMIN,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
NC,2005-01-01,0.0062146892655367,74.3481152735545,18.18305084745763,10.64403409090909,3.11875,11.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2005-01-02,0.0073446327683615,78.53278380536878,19.119886363636365,11.595454545454546,4.071022727272728,20.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2005-01-03,0.0689265536723163,81.53974067202418,18.821546961325968,11.71049723756906,4.599447513812155,34.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
NC,2005-01-04,0.0096590909090909,73.96047212564055,20.400552486187845,14.001381215469614,7.602209944751381,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
NC,2005-01-05,0.124,74.3047907100346,20.664804469273744,14.950558659217878,9.258888888888889,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2005-01-06,0.3117977528089887,78.09761993978496,19.59888888888889,14.655277777777776,9.711666666666668,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
NC,2005-01-07,0.755056179775281,71.0697261897212,18.096666666666668,12.48611111111111,6.831491712707182,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
NC,2005-01-08,1.825988700564972,80.25572355006565,17.854494382022473,12.374719101123594,6.894943820224719,27.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
NC,2005-01-09,0.1925714285714286,70.93793371383369,16.47752808988764,9.71432584269663,2.9511235955056176,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2005-01-10,0.0485714285714285,79.39087619678483,15.810382513661205,8.751366120218579,1.6923497267759562,35.0,7.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
