year,state_name,state_alpha,week_ending,week,Excellent,Good,Fair,Poor,Very Poor
2014,PENNSYLVANIA,PA,2014-06-01,22,5.0,82.0,13.0,0.0,0.0
2014,PENNSYLVANIA,PA,2014-06-08,23,8.0,77.0,14.0,1.0,0.0
2014,PENNSYLVANIA,PA,2014-06-15,24,22.0,63.0,14.0,1.0,0.0
2014,PENNSYLVANIA,PA,2014-06-22,25,29.0,55.0,14.0,2.0,0.0
2014,PENNSYLVANIA,PA,2014-06-29,26,29.0,51.0,18.0,2.0,0.0
2014,PENNSYLVANIA,PA,2014-07-06,27,31.0,50.0,17.0,2.0,0.0
2014,PENNSYLVANIA,PA,2014-07-13,28,33.0,48.0,14.0,4.0,1.0
2014,PENNSYLVANIA,PA,2014-07-20,29,34.0,47.0,15.0,3.0,1.0
2014,PENNSYLVANIA,PA,2014-07-27,30,35.0,45.0,16.0,4.0,0.0
2014,PENNSYLVANIA,PA,2014-08-03,31,35.0,46.0,16.0,3.0,0.0
2014,PENNSYLVANIA,PA,2014-08-10,32,34.0,45.0,17.0,3.0,1.0
2014,PENNSYLVANIA,PA,2014-08-17,33,33.0,47.0,16.0,3.0,1.0
2014,PENNSYLVANIA,PA,2014-08-24,34,33.0,47.0,16.0,3.0,1.0
2014,PENNSYLVANIA,PA,2014-08-31,35,24.0,58.0,15.0,2.0,1.0
2014,PENNSYLVANIA,PA,2014-09-07,36,26.0,56.0,16.0,2.0,0.0
2014,PENNSYLVANIA,PA,2014-09-14,37,28.0,54.0,16.0,2.0,0.0
2014,PENNSYLVANIA,PA,2014-09-21,38,28.0,54.0,16.0,2.0,0.0
2014,PENNSYLVANIA,PA,2014-09-28,39,28.0,54.0,16.0,2.0,0.0
2014,PENNSYLVANIA,PA,2014-10-05,40,28.0,55.0,15.0,2.0,0.0
2014,PENNSYLVANIA,PA,2014-10-12,41,30.0,55.0,13.0,2.0,0.0
2014,PENNSYLVANIA,PA,2014-10-19,42,30.0,53.0,14.0,3.0,0.0
2014,PENNSYLVANIA,PA,2014-10-26,43,30.0,54.0,14.0,2.0,0.0
