year,state_name,state_alpha,week_ending,week,Excellent,Good,Fair,Poor,Very Poor
2012,NORTH CAROLINA,NC,2012-05-20,20,16.0,61.0,23.0,0.0,0.0
2012,NORTH CAROLINA,NC,2012-05-27,21,16.0,64.0,19.0,1.0,0.0
2012,NORTH CAROLINA,NC,2012-06-03,22,19.0,61.0,19.0,1.0,0.0
2012,NORTH CAROLINA,NC,2012-06-10,23,19.0,58.0,22.0,1.0,0.0
2012,NORTH CAROLINA,NC,2012-06-17,24,18.0,59.0,22.0,1.0,0.0
2012,NORTH CAROLINA,NC,2012-06-24,25,14.0,57.0,27.0,2.0,0.0
2012,NORTH CAROLINA,NC,2012-07-01,26,13.0,52.0,29.0,5.0,1.0
2012,NORTH CAROLINA,NC,2012-07-08,27,10.0,37.0,35.0,16.0,2.0
2012,NORTH CAROLINA,NC,2012-07-15,28,13.0,43.0,27.0,14.0,3.0
2012,NORTH CAROLINA,NC,2012-07-22,29,14.0,39.0,32.0,13.0,2.0
2012,NORTH CAROLINA,NC,2012-07-29,30,17.0,33.0,31.0,15.0,4.0
2012,NORTH CAROLINA,NC,2012-08-05,31,15.0,45.0,27.0,10.0,3.0
2012,NORTH CAROLINA,NC,2012-08-12,32,15.0,43.0,31.0,8.0,3.0
2012,NORTH CAROLINA,NC,2012-08-19,33,14.0,46.0,27.0,10.0,3.0
2012,NORTH CAROLINA,NC,2012-08-26,34,15.0,50.0,25.0,7.0,3.0
2012,NORTH CAROLINA,NC,2012-09-02,35,14.0,43.0,28.0,12.0,3.0
2012,NORTH CAROLINA,NC,2012-09-09,36,12.0,40.0,30.0,16.0,2.0
2012,NORTH CAROLINA,NC,2012-09-16,37,14.0,42.0,29.0,11.0,4.0
2012,NORTH CAROLINA,NC,2012-09-23,38,14.0,42.0,29.0,11.0,4.0
2012,NORTH CAROLINA,NC,2012-09-30,39,14.0,42.0,29.0,11.0,4.0
