STATE,DATE,PRCP,RH,TMIN,TMAX,TAVG,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11
TX,2024-01-01,0.2838150289017341,74.49353798149168,1.7133995037220844,15.836881188118811,8.782382133995037,62.0,28.0,1.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0
TX,2024-01-02,1.0830375782881,78.3589973484018,1.6364963503649637,12.39247572815534,7.0208029197080295,89.0,2.0,25.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0
TX,2024-01-03,16.13303808680248,84.56080893015371,2.5301703163017035,12.39683698296837,7.463503649635037,114.0,13.0,9.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0
TX,2024-01-04,0.3394550958627648,83.30414477333196,1.751338199513382,13.120924574209246,7.436131386861314,168.0,56.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0
TX,2024-01-05,9.784704313028012,79.03056457663628,3.378588807785888,13.132766990291262,8.266301703163016,117.0,22.0,15.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0
TX,2024-01-06,1.4871369294605807,74.55348118681248,1.3533169533169531,13.463793103448277,7.406157635467981,41.0,16.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
TX,2024-01-07,0.0280021253985122,70.94919891283843,0.1953201970443349,15.13448275862069,7.664901477832513,40.0,9.0,0.0,0.0,0.0,3.0,1.0,11.0,0.0,0.0
TX,2024-01-08,3.4419550982226377,71.19457047627924,3.847931873479319,16.901941747572817,10.380656934306568,83.0,2.0,65.0,1.0,3.0,0.0,2.0,40.0,1.0,1.0
TX,2024-01-09,6.164604316546763,49.83843404643324,0.6208232445520581,13.71961259079903,7.170217917675545,3.0,0.0,6.0,1.0,2.0,0.0,0.0,4.0,0.0,11.0
TX,2024-01-10,0.0279643231899265,53.51714101055093,-0.5547445255474452,15.848048780487805,7.635853658536585,2.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,2.0
TX,2024-01-11,0.0403815580286168,66.34972968862158,2.565281173594132,20.698288508557457,11.630392156862746,78.0,42.0,1.0,0.0,0.0,0.0,2.0,33.0,0.0,1.0
TX,2024-01-12,0.977348643006263,54.35597522782576,0.3222760290556901,18.96941747572816,9.648786407766991,31.0,2.0,20.0,1.0,3.0,0.0,1.0,41.0,0.0,5.0
TX,2024-01-13,0.0059788359788359,54.15820045734064,-2.736097560975609,14.797073170731707,6.031051344743275,2.0,0.0,0.0,1.0,0.0,1.0,0.0,14.0,0.0,0.0
TX,2024-01-14,0.01104,67.37342743664115,-6.362682926829268,8.828048780487805,1.2326829268292685,57.0,2.0,0.0,3.0,0.0,12.0,0.0,20.0,0.0,0.0
TX,2024-01-15,0.1920368364030336,78.45756174985411,-8.797524752475248,-0.1810945273631841,-4.516044776119403,84.0,0.0,0.0,18.0,0.0,47.0,0.0,20.0,2.0,0.0
TX,2024-01-16,0.1123727905731119,57.320582043647605,-10.27170731707317,-0.693857493857494,-5.500737100737101,3.0,0.0,1.0,3.0,0.0,7.0,0.0,1.0,0.0,0.0
TX,2024-01-17,0.0071888412017167,53.127052715077326,-9.624264705882352,5.2327628361858185,-2.2008599508599507,10.0,0.0,0.0,2.0,0.0,2.0,0.0,6.0,0.0,0.0
TX,2024-01-18,0.0481895633652822,57.19294058621576,-1.944525547445256,16.071844660194177,7.058880778588807,30.0,13.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0
TX,2024-01-19,0.0075280298985584,57.12671119735143,-1.7919902912621355,14.340193704600484,6.264563106796117,23.0,12.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
TX,2024-01-20,0.006,50.26181001041625,-5.178624078624078,5.956127450980392,0.3742014742014742,4.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0
TX,2024-01-21,0.4690298507462686,57.75436682569399,-2.2536764705882355,5.787041564792176,1.7664619164619166,70.0,2.0,5.0,1.0,0.0,2.0,0.0,23.0,0.0,0.0
TX,2024-01-22,27.9372654155496,87.45570812952616,1.5958536585365852,10.725728155339803,6.171341463414634,171.0,36.0,37.0,0.0,0.0,5.0,0.0,16.0,0.0,0.0
TX,2024-01-23,15.492206615314908,93.3453728964118,6.861274509803922,15.05612745098039,10.958700980392155,191.0,67.0,53.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
TX,2024-01-24,24.38126672613738,95.27384545159332,9.23931203931204,14.533823529411766,11.874447174447171,193.0,46.0,58.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0
TX,2024-01-25,17.83287858117326,88.18023706612172,7.797777777777777,15.38423645320197,11.601728395061729,181.0,46.0,22.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
TX,2024-01-26,0.8300598205383848,89.52380126961458,7.853186274509803,16.079217603911978,11.977696078431372,172.0,57.0,18.0,0.0,2.0,0.0,0.0,16.0,0.0,0.0
TX,2024-01-27,4.956994047619047,82.40862396712491,5.667901234567902,14.89039408866995,10.283086419753085,88.0,3.0,7.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
TX,2024-01-28,0.0487559555320275,68.21615257569471,1.9455223880597008,16.823134328358208,9.384328358208956,25.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
TX,2024-01-29,0.0269312169312169,61.28196453515529,2.12192118226601,19.87051597051597,10.99679802955665,11.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
TX,2024-01-30,0.0011597258829731,59.71529865463426,4.039460784313725,21.677995110024447,12.85735294117647,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
TX,2024-01-31,0.0034300791556728,61.96321086555253,4.648387096774194,22.347890818858563,13.498138957816376,16.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
TX,2024-02-01,0.0095287415846711,66.58004800444269,6.620782396088019,22.409024390243903,14.515770171149144,15.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
TX,2024-02-02,0.6039014373716632,80.8289381131313,9.774137931034485,22.145454545454548,15.957019704433495,104.0,13.0,67.0,0.0,1.0,0.0,0.0,18.0,0.0,1.0
TX,2024-02-03,18.866623036649216,77.32941123840045,8.71221945137157,20.470149253731343,14.589027431421446,63.0,7.0,97.0,0.0,6.0,0.0,0.0,9.0,0.0,3.0
TX,2024-02-04,1.0977926078028748,62.91246956844156,7.7446115288220545,18.73,13.23984962406015,41.0,6.0,9.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0
TX,2024-02-05,0.3004577822990845,67.26329925827888,7.194146341463415,17.89829268292683,12.54621951219512,14.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
TX,2024-02-06,0.0077282157676348,66.73707407378373,3.493137254901961,18.843243243243244,11.161547911547911,39.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
TX,2024-02-07,0.0186694172253739,66.22822661273189,5.790394088669951,19.902211302211303,12.848891625615762,30.0,7.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
TX,2024-02-08,0.107995899538698,70.59887181972624,9.626354679802956,20.3468137254902,14.992241379310345,24.0,2.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
TX,2024-02-09,0.0582722513089005,71.38906742553469,10.963636363636365,21.19458128078817,16.072783251231527,62.0,1.0,2.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0
TX,2024-02-10,5.0128365384615385,81.9273745312837,11.260847880299252,19.52917705735661,15.395012468827929,97.0,13.0,44.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0
TX,2024-02-11,13.246042830540038,86.22255186827333,7.409774436090226,16.41975,11.927694235588971,114.0,13.0,71.0,1.0,4.0,1.0,0.0,18.0,1.0,0.0
TX,2024-02-12,2.0747592498732894,68.89386779414941,2.0919117647058822,13.882843137254902,7.998034398034398,13.0,0.0,3.0,1.0,4.0,2.0,0.0,6.0,0.0,0.0
TX,2024-02-13,0.0338692946058091,61.731709197277766,0.4017073170731707,16.37080291970803,8.381907090464548,11.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
TX,2024-02-14,0.0086911536471805,65.5008835209119,3.218765432098765,19.35738916256157,11.292716049382715,10.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
TX,2024-02-15,0.0562759336099585,74.2922223022665,7.7437652811735935,20.822738386308068,14.283251833740833,31.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
TX,2024-02-16,1.4035514967021816,78.09603464705471,8.468641975308643,20.4371921182266,14.452716049382715,35.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
TX,2024-02-17,1.4802570694087402,68.83644458188019,1.6336609336609336,13.21256157635468,7.429926108374385,13.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
TX,2024-02-18,0.1776898734177215,57.187775615820165,-1.9706896551724136,10.646059113300494,4.340246913580247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
TX,2024-02-19,0.0083508403361344,57.71537290744813,-0.2658415841584158,17.254814814814814,8.498019801980197,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
TX,2024-02-20,0.0031298904538341,62.07439609079804,4.144987775061124,24.08823529411765,14.118995098039216,43.0,22.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
TX,2024-02-21,0.0040996367410482,66.25686746171104,9.286829268292683,26.935036496350364,18.109268292682927,49.0,21.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0
TX,2024-02-22,0.006544502617801,61.88204793810406,12.52,26.79732360097324,19.662926829268294,27.0,5.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0
TX,2024-02-23,0.0016833245660178,51.85094507056298,8.353186274509804,23.992457420924573,16.17732843137255,17.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
TX,2024-02-24,0.0004838709677419,48.94181381031781,5.686699507389163,24.09064039408867,14.888669950738915,3.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0
TX,2024-02-25,0.0016120365394948,53.79300867355857,8.840796019900498,26.85334987593052,17.850746268656717,12.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
