STATE,DATE,TAVG,TMAX,PRCP,RH,TMIN,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
OH,2006-01-01,2.775471698113208,5.678504672897197,0.9971830985915492,78.65902228592411,-0.1396226415094339,19.0,0.0,1.0,0.0,0.0,1.0,11.0,0.0,0.0,7.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0
OH,2006-01-02,5.43348623853211,8.82090909090909,9.960144927536232,81.7966460095836,2.01651376146789,29.0,1.0,41.0,0.0,1.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
OH,2006-01-03,6.805504587155963,9.475454545454545,8.552112676056339,92.93163043879044,4.1348623853211,42.0,11.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,5.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0
OH,2006-01-04,6.24954954954955,8.353153153153153,0.5083333333333333,90.82326627169144,4.145945945945946,39.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,9.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
OH,2006-01-05,4.331081081081081,7.575675675675676,0.9551724137931036,86.71093081976973,1.0864864864864865,27.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,7.0,5.0,0.0,10.0,1.0,9.0,3.0,0.0,1.0
OH,2006-01-06,-0.7096330275229358,1.9390909090909088,0.953146853146853,75.7240958092367,-3.355963302752293,17.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
OH,2006-01-07,-1.3425925925925926,0.9504587155963302,0.0866197183098591,72.32710250014588,-3.67037037037037,11.0,0.0,0.0,1.0,0.0,3.0,13.0,0.0,0.0,3.0,0.0,1.0,4.0,1.0,3.0,1.0,0.0,0.0
OH,2006-01-08,2.670560747663552,6.787962962962963,0.0716312056737588,71.2394344035219,-1.5166666666666668,12.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
OH,2006-01-09,6.02196261682243,11.146296296296295,0.0147887323943661,70.12618522477227,0.9130841121495328,13.0,1.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,5.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
OH,2006-01-10,4.103669724770643,7.598181818181819,0.7402777777777777,76.6447806508814,0.6366972477064221,25.0,1.0,4.0,0.0,0.0,0.0,16.0,0.0,1.0,7.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
OH,2006-01-11,5.765137614678899,9.68073394495413,4.0979020979020975,82.62896027921522,1.8495412844036696,26.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0
OH,2006-01-12,6.044495412844037,11.167272727272728,0.313986013986014,70.18472001149763,0.9211009174311926,7.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
OH,2006-01-13,8.091121495327103,13.964814814814815,1.986013986013986,59.99945038116447,2.2009345794392523,25.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,1.0,0.0,10.0,0.0,3.0,2.0,0.0,0.0
OH,2006-01-14,4.273148148148148,10.44862385321101,6.907857142857143,79.89414514054283,-1.8296296296296293,25.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,9.0,4.0,0.0,0.0
OH,2006-01-15,-1.6696261682242992,1.9925925925925925,0.3762237762237762,68.39572109176841,-5.368518518518518,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
