year,state_name,state_alpha,week_ending,week,Excellent,Good,Fair,Poor,Very Poor
2011,MICHIGAN,MI,2011-05-29,21,8.0,38.0,45.0,6.0,3.0
2011,MICHIGAN,MI,2011-06-05,22,10.0,52.0,29.0,6.0,3.0
2011,MICHIGAN,MI,2011-06-12,23,10.0,44.0,37.0,7.0,2.0
2011,MICHIGAN,MI,2011-06-19,24,11.0,49.0,30.0,8.0,2.0
2011,MICHIGAN,MI,2011-06-26,25,13.0,52.0,27.0,7.0,1.0
2011,MICHIGAN,MI,2011-07-03,26,15.0,50.0,26.0,7.0,2.0
2011,MICHIGAN,MI,2011-07-10,27,13.0,44.0,30.0,10.0,3.0
2011,MICHIGAN,MI,2011-07-17,28,11.0,43.0,31.0,12.0,3.0
2011,MICHIGAN,MI,2011-07-24,29,12.0,37.0,32.0,14.0,5.0
2011,MICHIGAN,MI,2011-07-31,30,14.0,42.0,27.0,13.0,4.0
2011,MICHIGAN,MI,2011-08-07,31,22.0,43.0,22.0,10.0,3.0
2011,MICHIGAN,MI,2011-08-14,32,16.0,49.0,23.0,9.0,3.0
2011,MICHIGAN,MI,2011-08-21,33,16.0,48.0,23.0,10.0,3.0
2011,MICHIGAN,MI,2011-08-28,34,18.0,48.0,23.0,8.0,3.0
2011,MICHIGAN,MI,2011-09-04,35,15.0,50.0,28.0,6.0,1.0
2011,MICHIGAN,MI,2011-09-11,36,13.0,47.0,25.0,11.0,4.0
2011,MICHIGAN,MI,2011-09-18,37,13.0,46.0,27.0,10.0,4.0
2011,MICHIGAN,MI,2011-09-25,38,16.0,51.0,23.0,7.0,3.0
2011,MICHIGAN,MI,2011-10-02,39,18.0,45.0,26.0,8.0,3.0
2011,MICHIGAN,MI,2011-10-09,40,15.0,50.0,22.0,9.0,4.0
2011,MICHIGAN,MI,2011-10-16,41,15.0,47.0,27.0,8.0,3.0
2011,MICHIGAN,MI,2011-10-23,42,17.0,48.0,23.0,8.0,4.0
