year,state_name,state_alpha,week_ending,week,Excellent,Good,Fair,Poor,Very Poor
2015,TENNESSEE,TN,2015-05-24,21,19.0,58.0,19.0,3.0,1.0
2015,TENNESSEE,TN,2015-05-31,22,19.0,59.0,17.0,4.0,1.0
2015,TENNESSEE,TN,2015-06-07,23,17.0,60.0,17.0,5.0,1.0
2015,TENNESSEE,TN,2015-06-14,24,20.0,58.0,17.0,4.0,1.0
2015,TENNESSEE,TN,2015-06-21,25,21.0,58.0,16.0,4.0,1.0
2015,TENNESSEE,TN,2015-06-28,26,22.0,57.0,16.0,4.0,1.0
2015,TENNESSEE,TN,2015-07-05,27,25.0,57.0,14.0,3.0,1.0
2015,TENNESSEE,TN,2015-07-12,28,27.0,56.0,13.0,3.0,1.0
2015,TENNESSEE,TN,2015-07-19,29,28.0,56.0,13.0,3.0,0.0
2015,TENNESSEE,TN,2015-07-26,30,29.0,56.0,13.0,2.0,0.0
2015,TENNESSEE,TN,2015-08-02,31,28.0,56.0,14.0,2.0,0.0
2015,TENNESSEE,TN,2015-08-09,32,28.0,56.0,14.0,2.0,0.0
2015,TENNESSEE,TN,2015-08-16,33,28.0,56.0,14.0,2.0,0.0
2015,TENNESSEE,TN,2015-08-23,34,28.0,57.0,13.0,2.0,0.0
2015,TENNESSEE,TN,2015-08-30,35,28.0,57.0,13.0,2.0,0.0
2015,TENNESSEE,TN,2015-09-06,36,29.0,56.0,13.0,2.0,0.0
2015,TENNESSEE,TN,2015-09-13,37,31.0,54.0,13.0,2.0,0.0
2015,TENNESSEE,TN,2015-09-20,38,32.0,53.0,13.0,2.0,0.0
2015,TENNESSEE,TN,2015-09-27,39,32.0,53.0,13.0,2.0,0.0
2015,TENNESSEE,TN,2015-10-04,40,33.0,52.0,13.0,2.0,0.0
2015,TENNESSEE,TN,2015-10-11,41,33.0,52.0,13.0,2.0,0.0
2015,TENNESSEE,TN,2015-10-18,42,34.0,51.0,13.0,2.0,0.0
2015,TENNESSEE,TN,2015-10-25,43,33.0,51.0,14.0,2.0,0.0
