STATE,DATE,TAVG,PRCP,RH,TMIN,TMAX,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
MO,2007-01-01,3.5733974358974363,0.5382926829268292,67.72554427361773,-2.087820512820513,9.234615384615385,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MO,2007-01-02,0.8143750000000001,0.0303482587064676,71.74827359050002,-5.708125,7.336875000000001,11.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MO,2007-01-03,2.3309375,0.2615384615384615,65.80491845970484,-4.386875,9.084567901234568,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MO,2007-01-04,5.546686746987952,0.7660975609756098,73.06761861697059,0.633734939759036,10.459638554216868,19.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
MO,2007-01-05,8.231707317073171,3.8130434782608695,89.13969990986371,5.501219512195123,10.962195121951218,25.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0
MO,2007-01-06,5.929936305732484,0.4091133004926108,75.26758655041559,1.6312101910828023,10.248101265822784,13.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
MO,2007-01-07,4.45859872611465,0.9416256157635468,72.64848498850337,-0.321656050955414,9.238853503184714,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
MO,2007-01-08,2.7809815950920247,0.3204488778054863,57.317587689616495,-3.518292682926829,9.060736196319018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MO,2007-01-09,3.1487804878048777,0.028287841191067,53.42626382429407,-2.670121951219512,8.96768292682927,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
MO,2007-01-10,1.0234939759036146,0.0075,57.32267182794919,-5.090963855421687,7.137951807228916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MO,2007-01-11,5.234939759036145,0.0032745591939546,61.744594599457855,-1.1716867469879515,11.64156626506024,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
MO,2007-01-12,5.976524390243903,2.7109181141439205,82.84025881864666,-0.3786585365853658,12.331707317073173,16.0,2.0,2.0,17.0,0.0,18.0,0.0,7.0,0.0,0.0,2.0,1.0,0.0,7.0,5.0,5.0,2.0,0.0,0.0
MO,2007-01-13,-1.1916129032258065,22.13188775510204,86.56199916464381,-5.349032258064517,2.9658064516129032,19.0,2.0,1.0,27.0,0.0,24.0,0.0,6.0,0.0,0.0,3.0,2.0,0.0,7.0,5.0,4.0,2.0,0.0,1.0
MO,2007-01-14,-2.7138709677419355,12.154615384615385,93.296939859527,-4.954140127388535,-0.5277419354838709,21.0,4.0,2.0,19.0,0.0,24.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,8.0,4.0,1.0,3.0,0.0,1.0
MO,2007-01-15,-2.98843537414966,13.568123393316196,87.8675403894783,-6.397297297297297,0.366891891891892,20.0,0.0,1.0,7.0,0.0,15.0,0.0,5.0,0.0,0.0,6.0,2.0,0.0,7.0,1.0,7.0,2.0,0.0,0.0
MO,2007-01-16,-9.29313725490196,1.2602067183462533,75.21194129477162,-14.404545454545456,-4.174509803921569,3.0,0.0,0.0,1.0,0.0,2.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0
MO,2007-01-17,-9.50263157894737,0.0375321336760925,79.20103483485397,-13.707142857142856,-5.267763157894737,7.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0
MO,2007-01-18,-4.6875,0.314321608040201,79.06577477862605,-8.946496815286624,-0.4178343949044587,7.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MO,2007-01-19,-1.975796178343949,0.180253164556962,71.93324193736929,-6.55126582278481,2.61656050955414,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MO,2007-01-20,-1.5769230769230769,1.5498734177215192,78.88823634096717,-6.293670886075949,3.128205128205128,18.0,4.0,1.0,4.0,0.0,5.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,4.0,3.0,7.0,1.0,0.0,3.0
MO,2007-01-21,-0.8837579617834395,10.074045801526715,88.86967152383627,-3.69746835443038,1.910828025477707,21.0,5.0,1.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,6.0,1.0,1.0,5.0,1.0,6.0,1.0,0.0,0.0
MO,2007-01-22,-0.4584375,1.1074812967581047,79.48368499666755,-2.8857142857142857,2.005590062111801,13.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
MO,2007-01-23,-2.465950920245399,0.0204488778054862,71.15570753753681,-6.554601226993865,1.623170731707317,11.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MO,2007-01-24,-0.2589506172839506,0.1638403990024937,75.4454446080605,-5.208641975308642,4.690740740740741,18.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MO,2007-01-25,0.0044025157232704,0.0,72.90828771923347,-4.80188679245283,4.81875,14.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
MO,2007-01-26,0.9615853658536586,0.0,66.85613804694043,-5.109146341463415,7.073939393939394,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MO,2007-01-27,2.6360759493670884,0.127431421446384,61.64842499604295,-4.059119496855346,9.361006289308175,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0
MO,2007-01-28,-5.536075949367089,0.0228287841191066,57.05713695570197,-11.840506329113923,0.7683544303797468,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
MO,2007-01-29,-5.713109756097562,0.0,58.902314592311946,-11.510365853658536,0.133939393939394,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MO,2007-01-30,-4.890000000000001,0.0,54.445229852930765,-12.27939393939394,2.499393939393939,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
MO,2007-01-31,-10.06441717791411,0.7144278606965174,70.71479312216826,-14.641104294478527,-5.487730061349693,17.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,7.0,0.0,0.0,2.0,1.0,8.0,1.0,0.0,2.0
MO,2007-02-01,-7.4751515151515155,2.900493827160494,80.49439988354005,-11.267272727272728,-3.683030303030303,18.0,1.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0
MO,2007-02-02,-7.30030303030303,0.14004914004914,61.53779789077362,-11.82060606060606,-2.7765060240963853,6.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0
MO,2007-02-03,-9.319565217391304,0.1174447174447174,50.47258402806008,-13.1472049689441,-5.437654320987654,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
